"id","name","animeCount","description","name_id"
"4298","ротоскопирование","17","Ротоскопирование - это техника анимации, в которой аниматоры обводят кадр за кадром, для использования в художественных и анимационных фильмах.","rotoscoping"
"2952","гнилой мир","277","Гнилой мир - это обстановка или ситуация, где устаревшее представление о том, что ""все, что может пойти не так, пойдет ужасно не так"", почти всегда применяется. Угнетение, перманентная война, беззаконие, отчаяние или другие формы психической нестабильности и другие крайне нежелательные факторы, как правило, широко распространены.","rotten world"
"5494","рулетка","5","","roulette"
"4385","королевская гвардия -- РАЗДЕЛИТЬ И УДАЛИТЬ","4","Этот тег установлен на разделение и удаление. Пожалуйста, перемаркируйте соответствующих персонажей соответствующими тегами, а затем удалите этот тег из аниме/персонажей. Соответствующие теги, скорее всего, будут включать телохранителя, а также могут включать, среди прочего, солдата (при принадлежности к военному подразделению или организации), члена военной полиции (при принадлежности к военному подразделению или организации с полицейскими обязанностями), ... [подробнее]","royal guard -- TO BE SPLIT AND DELETED"
"5093","королевские интриги","49","","royal intrigue"
"2801","RPG","247","Любое аниме, основанное на ролевой игре, также известной как RPG. Ролевая видеоигра - это видеоигра, которая включает элементы неэлектронных ролевых игр.","RPG"
"3721","RPG аспекты","153","Аниме показывает элементы 'R'олевой 'P'левой 'G'ры, либо как часть пародии, либо потому что аниме фактически основано на RPG. Типичные элементы: При сборе предметов, победе над противниками или повышении уровня звучит отчетливый (часто детски звучащий) звуковой сигнал. HUD ('H'eads 'U'p 'D'isplay) также может присутствовать в бою, показывая жизненно важные статистики игрока и ""врага"".","RPG aspects"
"2754","регби","9","Регби - это стиль футбольной игры, названный в честь школы Регби в Великобритании. Наиболее заметно он представлен в двух современных видах спорта: регби-лиге и регби-юнион. (Википедия)","rugby"
"4510","руины","41","","ruins"
"6802","Мир Румико","5","Мир Румико - это серия OVA, основанная на коротких манга-историях, написанных Такахаси Румико, а также название серии манги, в которую были скомпилированы большинство оригинальных историй.","Rumic World"
"5577","Беги, Мелос!","8","Беги, Мелос! - это японский короткий рассказ Осаму Дадзая, опубликованный в 1940 году и широко читаемая классика в японских школах. Наиболее заметная тема истории - непоколебимая дружба; несмотря на трудности, протагонист Мелос делает все возможное, чтобы спасти жизнь своего друга, и в конце его усилия вознаграждаются.","Run Melos!"
"4223","бегущая шутка","203","(Бит-)персонаж(и) разыгрывают короткую сценку несколько раз на протяжении аниме. Сценка может быть или не быть точно такой же, но, как правило, имеет одну и ту же тему на протяжении всего времени.","running gag"
"5962","сельский город","37","Сельский город - это либо изолированный от того, что считается ""нормальным"" обществом, либо он находится так далеко от центра города, что там мало зданий. Некоторые сельские города не имеют технологий города (и некоторые хотят, чтобы так и было), в то время как другие просто кажутся отсталыми во времени. В большинстве этих городов есть какая-то сельскохозяйственная культура или культура гостиниц.","rural town"
"2675","Россия","52","Россия, официально известная как Российская Федерация, является суверенной страной в Евразии. Россия - самая большая страна в мире по площади, занимающая более одной восьмой обитаемой суши Земли, и девятая по численности населения. Европейская западная часть страны гораздо более населена и урбанизирована, чем восточная; около 77% населения проживает в европейской части России. Столица России Москва - один из крупнейших городов мира.","Russia"
"7815","российско-японское совместное производство","3","","Russian-Japanese co-production"
"1438","безжалостный","37","Этот персонаж остановится ни перед чем, чтобы достичь своих целей, и не будет связан никакими ограничениями","ruthless"
"5934","безопасный секс","129","Кто-то на самом деле использует презерватив в этом аниме.","safer sex"
"3504","саке","65","Саке, обычно называемое японским рисовым вином, является алкогольным напитком, приготовленным путем ферментации риса.","sake"
"1589","самурай","243","","samurai"
"464","саркастичный","27","Персонаж часто использует резкие, горькие или режущие выражения или замечания. (От греческого sarcasmos, ""разрывать плоть, скрежетать зубами, говорить горько"".)","sarcastic"
"7577","сатанизм","2","","Satanism"
"2656","сатира","119","В сатире пороки, глупости, злоупотребления и недостатки выставляются на осмеяние, в идеале с целью пристыдить отдельных лиц и само общество, заставив их улучшиться. Хотя сатира обычно задумана быть смешной, ее большая цель часто - конструктивная социальная критика, использующая остроумие как оружие. (Википедия)","satire"
"7887","саудовско-японское совместное производство","2","","Saudi Arabian-Japanese co-production"
"3843","спасение мира","136","В то время как злодеи любят захватывать мир или вызывать конец света, каким мы его знаем, герои, скорее всего, мотивированы полярной противоположностью, спасением мира. Довольно простой сюжет/мотивация, связанная с великой справедливостью и тому подобным, этот троп довольно широк и очень распространен для многих историй, не сосредоточенных только на взаимодействии персонажей.","saving the world"
"3043","страшный отец","7","Комедийный элемент: Отец одного из обычно женских персонажей кажется очень угрожающей фигурой. Он может быть огромным, часто со шрамом на лице и может быть связан с якудзой. Подумайте о Ногидзаке Гэнто или Сэто Годзабуро.","scary dad"
"2903","скат","62","Копрофилия, также называемая скатофилией или скатом, - это сексуальный фетиш, связанный с фекалиями. Это довольно распространенный мотив в японской анимационной порнографии и даже породил довольно успешный мем внутри фэндома, в котором персонаж появляется на экране с наложенной строкой: ""как вы можете сказать, что любите ее, если вы даже не можете съесть ее какашки?""","scat"
"2669","школьные клубы","498","Несмотря на то, что школьные клубы в Японии не являются обязательными, существует некоторое давление со стороны социальной структуры (например, одноклассников, учителей), чтобы участвовать в какой-то внеурочной деятельности, будь то спорт или искусство. Колледжи также имеют клубы. Существует элемент социального комментария, дающий понять, что вы должны вступить в клуб. Поскольку самостоятельно основанные клубы требуют как минимум 3 членов, отчаянное... [подробнее]","school clubs"
"2671","школьное общежитие","78","Школьное общежитие или жилой дом - это жилые помещения для учащихся в элитной академии, школе-интернате или военной школе. Главные персонажи могут жить или работать в общежитии, и оно часто становится фоном для повторяющейся части истории.","school dormitory"
"2662","школьная экскурсия","26","Правда для почти всех аниме со школьной обстановкой, будет школьная экскурсия или полевая поездка. Токио и Киото, кажется, особенно популярны как туристические направления. Также популярны походы в местные горы. Это также хороший повод представить пищевые специалитеты префектуры/города. Потенциал для эччи-моментов: Очевидно, что ""мальчики"" будут иметь всевозможные идеи с ""девочками"", спящими так близко.","school excursion"
"2670","школьный фестиваль - РАЗДЕЛИТЬ И УДАЛИТЬ","37","Обязательный школьный фестиваль (или культурная ярмарка) с косплей-кафе, домом с привидениями, театральным представлением и пищевыми киосками не может отсутствовать ни в одной школьной обстановке. Для хорошей меры в этом аниме также может быть атлетический или спортивный фестиваль.","school festival - TO BE SPLIT AND DELETED"
"3508","школа для богатой элиты","51","","school for the rich elite"
"2869","школьная жизнь","2211","Поскольку большая часть аудитории аниме все еще участвует в школьной жизни или посещает колледж, вполне естественно выбрать обстановку, с которой аудитория может идентифицироваться, будь то начальная, средняя или старшая школа. Для более старших зрителей подходит обстановка колледжа с более зрелыми жизненными проблемами. И поскольку клубы занимают так много времени в жизни студентов, они, очевидно, также важны.","school life"
"3734","школьное соперничество","40","Простое описание для сериала «Школа против школы в тотальном физическом противостоянии». Независимо от географической близости или удалённости школ, ученики из разных школ по умолчанию являются врагами и, скорее всего, вступят в физическую драку при встрече (за исключением случаев, когда определённые школы заключают пакты о союзе или мире).","school rivalry"
"2665","школьный спортивный фестиваль","12","Чтобы продемонстрировать учеников в спортивной форме — в экти-аниме особенно учениц — спортивный фестиваль (или легкоатлетические соревнования) довольно популярен в типичном аниме со школьной сеттингом. Здесь главные герои могут продемонстрировать свои навыки в различных спортивных состязаниях. Примечание: Этот фестиваль может также, хотя и очень редко, проходить в детском саду или дошкольном учреждении.","school sports festival"
"2520","школьный купальник","100","Школьный купальник (также известный как сукумидзу, сокращение от «school mizugi») — это стандартный тёмно-синий цельный купальник, который носят школьницы. Обычно на нём также есть бирка с именем спереди. Сукумидзу также может быть чёрного или белого цвета.","school swimsuit"
"3898","сосуществование науки и магии","272","В этом аниме наука и магия не исключают друг друга. Магия здесь на самом деле является очень продвинутой, основанной на артефактах и/или ритуалах наукой.","science and magic coexist"
"2846","научная фантастика","2289","Научно-фантастические истории обычно сосредоточены на том, как ситуации могут измениться в будущем, когда мы будем более технологически развиты; либо благодаря нашим собственным достижениям, либо благодаря встрече с другими цивилизациями, у которых мы научились.","science fiction"
"2734","ножницы","67","«Ножницы» — это лесбийский сексуальный акт, при котором партнёрши сцепляют свои разведённые ноги (как две пары ножниц) и трутся вульвами друг о друга для взаимной стимуляции.","scissoring"
"1221","скутер","45","Скутер — это разновидность мотоцикла с рамой, через которую можно переступить, и площадкой для ног водителя.","scooter"
"3635","морские сражения","34","","sea battles"
"4916","морские чудовища","13","","sea monsters"
"7448","Секретная серия Anima","7","«Secret Anima Series» — это антология порнографического аниме, выпускавшаяся и распространявшаяся компанией TDK Core с 1997 по 1998 год.","Secret Anima Series"
"5882","тайная личность","129","(Обычно главный) протагонист имеет тайную личность, которую он или она отчаянно пытается сохранить в секрете. Это может привести ко всевозможным забавным недоразумениям, поэтому используется как комедийный элемент в некоторых аниме.","secret identity"
"5897","секретное военное подразделение","11","Участвует военное подразделение, не известное публике или даже неизвестное большинству частей самой армии. Сюда также входят бывшие члены подобных спецподразделений, которые теперь являются частью «обычных» подразделений или ушли в отставку.","secret military unit"
"5773","секретная организация","184","Секретная организация или тайное общество — это организация, чья деятельность и внутреннее устройство скрыты от посторонних. Само общество может пытаться скрыть своё существование, а может и нет. Примерами исторических и существующих тайных обществ являются масоны, тамплиеры, розенкрейцеры, «Череп и кости», общество Туле и иллюминаты.","secret organisation"
"4506","секретная служба","5","Секретная служба — это правительственное агентство или деятельность правительственного агентства, связанная со сбором разведывательных данных. Задачи и полномочия секретных служб могут сильно различаться от страны к стране. Например, страна может создать секретную службу, которая имеет некоторые полицейские полномочия (такие как наблюдение), но не другие. Полномочия и обязанности государственной организации... [больше]","secret service"
"5981","ищущий протагонист","68","У главного героя есть главная цель, на которую ссылаются на протяжении всего сериала; он находится в поисках чего-то или кого-то. Будь то сокровища, друзья, деньги, власть или всё вышеперечисленное — ничто не остановит нашего главного героя в его стремлении найти свою страсть.","seeking protagonist"
"1802","сэйнэн","1783","Сэйнэн, буквально «молодой человек», — одна из основных демографических классификаций, применяемых к манге и, по расширению, к аниме, особенно основанным на манге. Как следует из названия, произведения сэйнэн ориентированы в первую очередь на аудиторию молодых мужчин; возрастной диапазон, обычно понимаемый как целевая аудитория таких работ, составляет примерно от 17 до 40 с небольшим лет.","seinen"
"2403","сэйю","14","Сэйю или актёр озвучивания — это тот, кто предоставляет закадровый голос или повествование на радио, телевидении или в кино, а также актёры для озвучивания персонажей в анимационных работах и видеоиграх. По традиции, термин «сэйю» используется среди англоязычных фанатов для обозначения японского актёра, тогда как «актёр озвучивания» является нормой при ссылке на их коллег на других языках, и особенно на английский дубляж аниме.","seiyuu"
"3763","Sekai Meisaku Gekijou","32","«World Masterpiece Theatre» — это staple японского телевизионного аниме, которое ежегодно представляет анимированную версию разных классических книг или историй. Первоначально оно выходило в эфир с 1969 по 1997 год, а затем возобновилось в 2007 году. Серии WMT первоначально выходят в основном на Fuji Television.","Sekai Meisaku Gekijou"
"4474","самопародия","107","Аниме является пародией на само себя. То есть авторы высмеивают жанр, который они изображают, и относятся к действиям своих персонажей и сюжету легкомысленно.","self-parody"
"2687","период Сэнгоку","61","Период Сэнгоку (戦国時代, Sengoku jidai) или период Воюющих царств в японской истории был временем социальных потрясений, политических интриг и почти постоянных военных конфликтов, длившихся примерно с середины XV до начала XVII века. Название «Сэнгоку» было принято японскими историками по аналогии с периодом Воюющих царств в китайской истории (Sengoku jidai (... [больше]","Sengoku period"
"4479","чувство надвигающейся беды","382","Аниме начинается спокойно, всё кажется в порядке, но от эпизода к эпизоду нарастают признаки того, что вот-вот должно случиться что-то зловещее. Например, типичная мистическая обстановка.","sense of foreboding"
"7944","чувство справедливости","1","","sense of justice"
"3824","сэнтай","38","В аниме-фэндоме сэнтай обычно относится к серии Super Sentai, долгоиграющей франшизе о командах супергероев в токусэцу-шоу с живыми актёрами и красочными спецэффектами, а также другим похожим шоу. Характерной чертой таких шоу является то, что герои, закодированные по цветам и стихиям, обычно числом около пяти или более, сражаются, чтобы спасти мир от зла, которое терроризирует территорию, которая может даже охватывать всю вселенную.","sentai"
"6330","разумный объект","6","Разумный объект — это то, что было бы неодушевлённым предметом, но обладает способностью думать, чувствовать, воспринимать, анализировать или переживать события. Как правило, разумные объекты обладают способностью принимать решения и действовать согласно им. Также для них обычно характерно умение самостоятельно передвигаться и просто действовать по собственной воле.","sentient object"
"1365","разумное оружие","3","Разумное оружие — распространённый сюжетный приём во многих произведениях фэнтези и мифологии, связанный с классическим мотивом волшебного меча. Разумное оружие может быть человеческим, роботизированным или магическим, но не всё магическое оружие разумно. Разумное оружие может испытывать моральный конфликт из-за своей специфической природы как оружия или может выступать в роли злодея, который благодаря своему разуму способен получить... [больше]","sentient weapon"
"5822","конец сериала","10","Это обозначает конец серии аниме. Серия может включать много типов (ТВ, OVA, фильмы и т.д.), но это обозначает точку завершения всех основных сюжетных линий. Всё кажется завершённым в конце. Это может быть, а может и не быть фактическим концом серии аниме. Иногда продюсеры пытаются выдоить мёртвую корову и добавляют лишние серии в конце аниме, но они лишь... [больше]","series end"
"4461","семь смертных грехов","30","Семь смертных грехов, также известные как главные пороки или кардинальные грехи, — это группа и классификация пороков христианского происхождения. Поведение или привычки попадают под эту категорию, если они непосредственно порождают другие безнравственные поступки. Согласно стандартному списку, это гордыня, жадность, похоть, зависть, чревоугодие, гнев и уныние, которые также противоречат семи добродетелям. Эти грехи... [больше]","seven deadly sins"
"2748","секс","2006","Половой акт, высшая связь любви и «Происхождение мира» (вспомните картину Гюстава Курбе).","sex"
"3550","смена пола","39","У кого-то в этом аниме тело меняется на противоположный пол.","sex change"
"1026","секс-кукла","10","Секс-кукла — это тип секс-игрушки в размере и форме человеческого сексуального партнёра для помощи в мастурбации. Секс-кукла может состоять из целого тела с лицом или только головы, таза или другой части тела, с аксессуарами (влагалище, анус, рот, пенис) для сексуальной стимуляции. Части иногда вибрируют и могут быть съёмными или взаимозаменяемыми, тогда как тело может быть надувным. Роботизированная... [больше]","sex doll"
"7678","сексуальный ритуал","54","Сексуальный ритуал — это церемония с использованием сексуальных актов, как правило, сверхъестественного характера и часто направленная на достижение чего-то злого, например, призыва повелителя демонов.","sex ritual"
"7758","сексуальные качели","1","","sex swing"
"3027","секс-видео","146","Секс-видео — это видеозапись сексуальных актов, независимо от фактического носителя информации. Такие записи иногда делаются против воли или даже без ведома изображённых лиц. В то время как большинство из них делается исключительно для личного пользования, секс-видео может быть обнародовано (или может угрожать его обнародование) для повреждения репутации изображённых, для шантажа или просто для получения прибыли.","sex tape"
"2712","секс-игрушки","271","Секс-игрушка — это предмет или устройство, используемое в первую очередь для облегчения человеческого сексуального удовольствия, например, дилдо или вибратор.","sex toys"
"2843","сексуальное насилие -- ДЛЯ РАЗДЕЛЕНИЯ И УДАЛЕНИЯ","107","Этот тег должен быть разделён на следующие новые теги в категории сексуального насилия. После этого удалить этот тег. Новые теги: приставание/домогательство, тикан (дочерний тег приставания), психологическое сексуальное насилие, изнасилование, попытка изнасилования.","sexual abuse -- TO BE SPLIT AND DELETED"
"2816","сексуальные фантазии","325","Один или несколько персонажей этого аниме дают волю своему воображению, думая о другом персонаже. Да, они думают о сексе, и в экти-аниме эти мысли часто бывают извращёнными, приводя к носовому кровотечению. Но это также может быть романтизация простой жизни мужа и жены и всего, что это подразумевает.","sexual fantasies"
"7199","сексуальный юмор","198","В этом аниме преобладает сексуальный юмор. Он часто включает дерзкий или грубый сексуальный язык, с намёками и шутками о женских или мужских гениталиях. Часто такие аниме также имеют элементы экти.","sexual humour"
"3244","сексуально доминирующий","72","«Сексуально доминирующий» — это обозначение, применяемое к тем, кто способен уверенно брать и поддерживать контроль над действиями своего партнёра (партнёров) во время сексуальной активности, активно направляя её в сторону своих собственных намерений и предпочтений и, возможно, в ущерб предпочтениям партнёра (партнёров).","sexually dominant"
"2731","секс по телефону","61","Девушку трахают, пока она разговаривает с другим человеком по телефону (обычно с её парнем или мужем в сценарии NTR).","sex while on the phone"
"4364","Шанхай","10","Шанхай — один из четырёх городов центрального подчинения Китая и самый густонаселённый город в мире. Это мировой финансовый центр и транспортный узел с самым загруженным контейнерным портом в мире. Расположенный в дельте реки Янцзы, он находится на южном краю устья Янцзы в средней части восточного побережья Китая.","Shanghai"
"4919","Шерлок Холмс","24","Вымышленный лондонский детектив, созданный сэром Артуром Конан Дойлем.","Sherlock Holmes"
"2746","сибари","148","Сибари (или Кинбаку) — это японский стиль эротического бондажа или БДСМ, который включает связывание человека с использованием простых, но визуально сложных узоров, обычно несколькими кусками тонкой верёвки.","shibari"
"4596","Синдзюку","24","Синдзюку — это специальный район в Токио, Япония. Это крупный коммерческий и административный центр, в котором расположена северная половина самой загруженной железнодорожной станции в мире (станция Синдзюку) и здание столичного правительства Токио, административный центр правительства Токио.","Shinjuku"
"3515","синсэнгуми","26","Синсэнгуми были специальным полицейским отрядом позднего сёгунского периода.","shinsengumi"
"6028","синтоизм","77","Синтоизм представляет благословенное существо или создание, которое управляет областями местности, общим пространством существования или отдельным объектом (живым или неодушевлённым). Всё имеет свою собственную «духовную сущность». Определяемая как самые ранние японские представления об унифицированной религии, слово «синто» происходит от китайского ханьцзы «神道», сочетая два кандзи: «син» (神), означающее богов или духов; и «то» (道), означающее философский путь или учение.","Shintoism"
"2661","на корабле","382","Поднимите меня, Скотти! Космические станции (вспомните Звезду Смерти) также считаются. В основном, эта категория указывает, происходит ли действие на борту космического корабля в космосе. Эта категория неприменима, если космический корабль находится на планете и никогда фактически не выходит в космос.","shipboard"
"8090","Сидзуока","1","","Shizuoka"
"5852","короткие серии","1141","Короткие серии — это обычные серии, которые значительно короче стандартной длины. Это означает до 10 минут включительно; шоу с сериями длиной от 11 до 20 минут вместо этого являются полу-длинными сериями. Не следует путать с многосегментными сериями, которые представляют собой обычные серии, разделённые на несколько коротких сегментов (частей), обычно с отдельными названиями и независимыми сюжетными линиями.","short episodes"
"4664","короткий фильм","428","Обычно используется, когда OVA имеет только одну часть и длится меньше обычных 20–25 минут. Так что вместо того, чтобы называть это «короткой серией», более уместен тег «короткий фильм».","short movie"
"6093","сборник коротких рассказов","75","Антология / омнибус формат — это сборник литературных произведений и/или коротких рассказов вместо единого непрерывного рассказа. Объединённые серии — это когда OVA или MV с несколькими (в остальном не связанными) полнометражными сериями объединены в одну видеодорожку. Все три могут иметь несколько актёрских составов и авторов. Не следует путать с длинными сериями (превышающими стандартную длину 25–30 минут) или мульти... [больше]","short story collection"
"1894","сёта","132","Сёта, описывающий сексуально развитых мальчиков. Связанный с этим фетиш называется сётакон (комплекс Сётаро).","shota"
"2916","сёги","22","Японские шахматы.","shougi"
"1077","сёдзе","595","В контексте манги и связанных с ней медиа, сёдзе, буквально означающее «девушка», относится к женской аудитории примерно в возрасте от 10 до 18 лет.","shoujo"
"2782","сёдзё-ай","477","Сёдзё-ай означает любовь девушек, и, как таковая, она исследует, что происходит, когда две девушки (или женщины) влюбляются. Не следует путать с юри, которая (или, по крайней мере, как этот термин часто используется западной аудиторией) является хентай-жанром. Это не хентай; это означает, что здесь нет графического секса. Мужская версия — сёнэн-ай. «Миленькие девочки делают миленькие вещи» (CGDCT) часто ошибочно принимают за лёгкую юри или сёдзё-ай... [больше]","shoujo ai"
"922","сёнэн","1958","В контексте манги и связанных с ней медиа, сёнэн, буквально означающее «юность» и часто также конкретно «мальчик», относится к мужской аудитории примерно в возрасте от 10 до 18 лет.","shounen"
"2783","сёнэн-ай","263","Сёнэн-ай означает любовь мальчиков, и, таким образом, исследует, что происходит, когда два мальчика (или мужчины) влюбляются. Не следует путать с яой, который (или, по крайней мере, как этот термин часто используется западной аудиторией) является хентай-жанром. Это не хентай; это означает, что здесь нет графического секса. Женская версия — сёдзё-ай.","shounen ai"
"5834","шоу внутри шоу","167","Вымышленное ТВ (или радио, или сценическое) шоу, которое происходит внутри настоящего ТВ-шоу; или, иногда, вымышленный выпуск или воплощение реального шоу. Во многих комедиях есть короткие разовые шутки, где они пародируют существующие шоу. Пример: большая часть «Martian Successor Nadesico» сосредоточена вокруг вымышленного популярного аниме «Gekigangar III», которое смотрят несколько персонажей команды «Надэсико».","show within a show"
"2174","застенчивый","7","Застенчивый человек не склонен участвовать в социальных взаимодействиях, особенно с незнакомыми людьми.","shy"
"5821","соперничество между братьями и сёстрами","69","","sibling rivalry"
"5843","сиблинги инь и ян","113","В реальной жизни братья и сёстры редко ведут себя одинаково. Художественная литература иногда доводит это до крайности. Появляются сиблинги инь и ян — братья и сёстры, которые являются почти полярными противоположностями. Если он — крутой и безрассудный, она — ответственная и вдумчивая. Если она — взъерошенная хулиганка, он — ботанистый слабак. Если он — незрелый брюзга, она — ну, вы поняли.","sibling yin yang"
"5345","язык жестов","1","Персонаж может общаться на языке жестов либо вместо речи, либо в дополнение к ней.","sign language"
